date,state,district,pincode,age_0_5,age_5_17,age_18_greater
31-12-2025,Gujarat,Vadodara,391170,2,0,0
31-12-2025,Gujarat,Vadodara,391250,1,1,0
31-12-2025,Gujarat,Vadodara,391320,1,0,0
31-12-2025,Gujarat,Vadodara,391440,3,2,0
31-12-2025,Gujarat,Vadodara,391780,0,1,0
31-12-2025,Gujarat,Vadodara,392220,1,1,0
31-12-2025,Gujarat,Valsad,396001,6,4,0
31-12-2025,Gujarat,Valsad,396020,2,0,0
31-12-2025,Gujarat,Valsad,396045,1,0,0
31-12-2025,Gujarat,Valsad,396180,1,0,0
31-12-2025,Haryana,Ambala,133001,8,1,0
31-12-2025,Haryana,Ambala,133102,1,0,0
31-12-2025,Haryana,Ambala,133203,2,0,0
31-12-2025,Haryana,Bhiwani,127026,1,0,0
31-12-2025,Haryana,Bhiwani,127030,7,1,0
31-12-2025,Haryana,Bhiwani,127042,1,0,0
31-12-2025,Haryana,Bhiwani,127110,1,0,0
31-12-2025,Haryana,Bhiwani,127114,1,0,0
31-12-2025,Haryana,Bhiwani,127306,6,1,0
31-12-2025,Haryana,Bhiwani,127309,5,0,0
31-12-2025,Haryana,Charkhi Dadri,127306,5,0,0
31-12-2025,Haryana,Fatehabad,125051,15,1,0
31-12-2025,Haryana,Fatehabad,125113,1,0,0
31-12-2025,Haryana,Fatehabad,125120,8,1,0
31-12-2025,Haryana,Gurgaon,122003,2,1,2
31-12-2025,Haryana,Gurgaon,122006,2,0,0
31-12-2025,Haryana,Gurgaon,122018,1,3,0
31-12-2025,Haryana,Hisar,125004,1,0,0
31-12-2025,Haryana,Hisar,125005,3,0,0
31-12-2025,Haryana,Hisar,125033,16,0,0
31-12-2025,Haryana,Hisar,125037,1,0,0
31-12-2025,Haryana,Hisar,125049,4,0,0
31-12-2025,Haryana,Jhajjar,124109,3,0,0
31-12-2025,Haryana,Jind,126102,11,1,0
31-12-2025,Haryana,Jind,126113,4,0,0
31-12-2025,Haryana,Jind,126125,3,0,0
31-12-2025,Haryana,Kaithal,136027,11,0,0
31-12-2025,Haryana,Kaithal,136034,1,0,0
31-12-2025,Haryana,Kaithal,136035,3,0,0
31-12-2025,Haryana,Karnal,132022,2,0,0
31-12-2025,Haryana,Karnal,132114,9,1,0
31-12-2025,Haryana,Kurukshetra,136129,2,0,0
31-12-2025,Haryana,Kurukshetra,136131,1,2,0
31-12-2025,Haryana,Kurukshetra,136135,7,0,0
31-12-2025,Haryana,Mahendragarh,123028,5,1,0
31-12-2025,Haryana,Mahendragarh,123029,9,0,0
31-12-2025,Haryana,Mewat,122108,23,4,0
31-12-2025,Haryana,Palwal,121105,17,4,0
31-12-2025,Haryana,Panchkula,134109,1,1,0
31-12-2025,Haryana,Panipat,132102,0,1,0
31-12-2025,Haryana,Rewari,123302,3,0,0
31-12-2025,Haryana,Rohtak,124001,23,6,0
31-12-2025,Haryana,Rohtak,124112,6,0,0
31-12-2025,Haryana,Rohtak,124201,1,0,0
31-12-2025,Haryana,Rohtak,124401,2,0,0
31-12-2025,Haryana,Rohtak,124514,4,0,0
31-12-2025,Haryana,Sonipat,131021,6,2,0
31-12-2025,Haryana,Sonipat,131028,3,0,0
31-12-2025,Haryana,Sonipat,131103,2,0,0
31-12-2025,Haryana,Sonipat,131403,1,0,0
31-12-2025,Haryana,Yamuna Nagar,133103,4,0,0
31-12-2025,Haryana,Yamuna Nagar,133202,1,0,0
31-12-2025,Haryana,Yamuna Nagar,133206,3,0,0
31-12-2025,Haryana,Yamuna Nagar,135001,15,1,0
31-12-2025,Haryana,Yamuna Nagar,135101,2,0,0
31-12-2025,Haryana,Yamunanagar,135002,1,1,0
31-12-2025,Himachal Pradesh,Bilaspur,174021,2,0,0
31-12-2025,Himachal Pradesh,Bilaspur,174026,2,0,0
31-12-2025,Himachal Pradesh,Chamba,176301,1,0,0
31-12-2025,Himachal Pradesh,Chamba,176304,1,0,0
31-12-2025,Himachal Pradesh,Chamba,176306,2,0,0
31-12-2025,Himachal Pradesh,Chamba,176308,1,1,0
31-12-2025,Himachal Pradesh,Chamba,176309,2,0,0
31-12-2025,Himachal Pradesh,Chamba,176310,4,0,0
31-12-2025,Himachal Pradesh,Chamba,176311,8,1,0
31-12-2025,Himachal Pradesh,Chamba,176320,10,0,0
31-12-2025,Himachal Pradesh,Chamba,176325,1,2,0
31-12-2025,Himachal Pradesh,Hamirpur,174305,1,0,0
31-12-2025,Himachal Pradesh,Hamirpur,177028,1,0,0
31-12-2025,Himachal Pradesh,Kangra,176047,4,0,0
31-12-2025,Himachal Pradesh,Kangra,176081,1,0,0
31-12-2025,Himachal Pradesh,Kangra,176103,1,0,0
31-12-2025,Himachal Pradesh,Kangra,176115,1,0,0
31-12-2025,Himachal Pradesh,Kangra,176203,3,0,0
31-12-2025,Himachal Pradesh,Kangra,176218,1,0,0
31-12-2025,Himachal Pradesh,Kangra,177113,1,0,0
31-12-2025,Himachal Pradesh,Kangra,177117,2,0,0
31-12-2025,Himachal Pradesh,Kinnaur,172115,2,0,0
31-12-2025,Himachal Pradesh,Kullu,175126,2,0,0
31-12-2025,Himachal Pradesh,Kullu,175141,1,0,0
31-12-2025,Himachal Pradesh,Lahul & Spiti,172111,0,1,0
31-12-2025,Himachal Pradesh,Mandi,175001,3,0,0
31-12-2025,Himachal Pradesh,Mandi,175026,1,0,0
31-12-2025,Himachal Pradesh,Mandi,175032,3,0,0
31-12-2025,Himachal Pradesh,Mandi,175046,1,0,0
31-12-2025,Himachal Pradesh,Mandi,175050,1,0,0
31-12-2025,Himachal Pradesh,Mandi,176120,3,0,0
31-12-2025,Himachal Pradesh,Shimla,171012,1,0,0
31-12-2025,Himachal Pradesh,Shimla,171205,0,1,0
31-12-2025,Himachal Pradesh,Shimla,171213,1,0,0
31-12-2025,Himachal Pradesh,Shimla,171214,3,0,0
31-12-2025,Himachal Pradesh,Shimla,172101,1,0,0
31-12-2025,Himachal Pradesh,Solan,173205,6,0,0
31-12-2025,Himachal Pradesh,Solan,173221,2,0,0
31-12-2025,Himachal Pradesh,Una,174303,4,2,0
31-12-2025,Himachal Pradesh,Una,174307,1,0,0
31-12-2025,Himachal Pradesh,Una,174308,1,0,0
31-12-2025,Himachal Pradesh,Una,174314,1,0,0
31-12-2025,Himachal Pradesh,Una,174315,1,0,0
31-12-2025,Himachal Pradesh,Una,177109,1,0,0
31-12-2025,Himachal Pradesh,Una,177208,1,0,0
31-12-2025,Jammu and Kashmir,Anantnag,192201,11,3,0
31-12-2025,Jammu and Kashmir,Anantnag,192211,2,3,0
31-12-2025,Jammu and Kashmir,Anantnag,192231,3,3,0
31-12-2025,Jammu and Kashmir,Bandipore,193502,15,9,0
31-12-2025,Jammu and Kashmir,Baramula,193401,1,0,0
31-12-2025,Jammu and Kashmir,Budgam,190018,5,0,0
31-12-2025,Jammu and Kashmir,Doda,182147,2,2,0
31-12-2025,Jammu and Kashmir,Jammu,180020,0,1,0
31-12-2025,Jammu and Kashmir,Jammu,181132,2,1,0
31-12-2025,Jammu and Kashmir,Jammu,181201,3,5,0
31-12-2025,Jammu and Kashmir,Jammu,181204,2,0,0
31-12-2025,Jammu and Kashmir,Kargil,194105,0,2,0
31-12-2025,Jammu and Kashmir,Kathua,184102,1,0,0
31-12-2025,Jammu and Kashmir,Kathua,184143,5,2,0
31-12-2025,Jammu and Kashmir,Kathua,184148,2,2,0
31-12-2025,Jammu and Kashmir,Kathua,184201,4,0,0
31-12-2025,Jammu and Kashmir,Kathua,184202,2,0,0
31-12-2025,Jammu and Kashmir,Kathua,184204,5,1,0
31-12-2025,Jammu and Kashmir,Kupwara,193303,5,0,0
31-12-2025,Jammu and Kashmir,Leh,194401,0,1,0
31-12-2025,Jammu and Kashmir,Pulwama,192122,3,1,0
31-12-2025,Jammu and Kashmir,Pulwama,192304,1,0,0
31-12-2025,Jammu and Kashmir,Punch,185102,7,5,0
31-12-2025,Jammu and Kashmir,Rajouri,185135,1,3,0
31-12-2025,Jammu and Kashmir,Rajouri,185155,2,1,0
31-12-2025,Jammu and Kashmir,Ramban,182143,1,2,0
31-12-2025,Jammu and Kashmir,Samba,181133,1,1,0
31-12-2025,Jammu and Kashmir,Srinagar,190020,1,0,0
31-12-2025,Jammu and Kashmir,Srinagar,191101,3,1,0
31-12-2025,Jammu and Kashmir,Srinagar,191121,3,0,0
31-12-2025,Jammu and Kashmir,Srinagar,191131,1,1,0
31-12-2025,Jammu and Kashmir,Udhampur,182101,7,2,0
31-12-2025,Jammu and Kashmir,Udhampur,182121,2,3,0
31-12-2025,Jammu and Kashmir,Udhampur,182122,8,3,0
31-12-2025,Jammu and Kashmir,Udhampur,182126,1,0,0
31-12-2025,Jammu and Kashmir,Udhampur,182301,1,1,0
31-12-2025,Jammu and Kashmir,Udhampur,184205,2,2,0
31-12-2025,Jharkhand,Bokaro,827001,1,4,0
31-12-2025,Jharkhand,Bokaro,827014,0,2,0
31-12-2025,Jharkhand,Bokaro,828134,14,10,0
31-12-2025,Jharkhand,Bokaro,828303,1,6,0
31-12-2025,Jharkhand,Bokaro,828404,0,3,0
31-12-2025,Jharkhand,Bokaro,829112,0,9,0
31-12-2025,Jharkhand,Bokaro,829114,0,6,0
31-12-2025,Jharkhand,Bokaro,829128,1,1,0
31-12-2025,Jharkhand,Chatra,825321,9,13,0
31-12-2025,Jharkhand,Deoghar,814120,7,10,0
31-12-2025,Jharkhand,Deoghar,815352,0,1,0
31-12-2025,Jharkhand,Deoghar,815353,36,53,1
31-12-2025,Jharkhand,Dhanbad,826004,7,7,2
31-12-2025,Jharkhand,Dhanbad,828110,0,1,0
31-12-2025,Jharkhand,Dhanbad,828113,5,4,0
31-12-2025,Jharkhand,Dhanbad,828122,1,4,0
31-12-2025,Jharkhand,Dhanbad,828125,0,1,0
31-12-2025,Jharkhand,Dhanbad,828129,0,0,1
31-12-2025,Jharkhand,Dhanbad,828131,0,1,0
31-12-2025,Jharkhand,Dhanbad,828133,0,1,0
31-12-2025,Jharkhand,Dhanbad,828201,4,11,0
31-12-2025,Jharkhand,Dhanbad,828205,11,14,0
31-12-2025,Jharkhand,Dhanbad,828207,0,1,0
31-12-2025,Jharkhand,Dhanbad,828301,0,4,0
31-12-2025,Jharkhand,Dhanbad,828305,2,2,0
31-12-2025,Jharkhand,Dhanbad,828306,2,5,0
31-12-2025,Jharkhand,Dhanbad,828401,3,3,0
31-12-2025,Jharkhand,Dumka,814102,3,12,0
31-12-2025,Jharkhand,Dumka,814103,3,14,0
31-12-2025,Jharkhand,Dumka,814110,2,13,0
31-12-2025,Jharkhand,Dumka,814144,0,6,0
31-12-2025,Jharkhand,Dumka,814145,5,19,0
31-12-2025,Jharkhand,Dumka,814148,0,4,0
31-12-2025,Jharkhand,Dumka,814151,3,19,0
31-12-2025,Jharkhand,Dumka,816118,2,11,0
31-12-2025,Jharkhand,East Singhbhum,831003,2,1,0
31-12-2025,Jharkhand,East Singhbhum,831004,1,4,0
31-12-2025,Jharkhand,East Singhbhum,832105,30,5,0
31-12-2025,Jharkhand,Garhwa,822115,1,0,0
31-12-2025,Jharkhand,Garhwa,822121,8,16,0
31-12-2025,Jharkhand,Giridih,815301,6,15,0
31-12-2025,Jharkhand,Giridih,815314,11,18,0
31-12-2025,Jharkhand,Giridih,815315,6,7,0
31-12-2025,Jharkhand,Giridih,815317,14,9,0
31-12-2025,Jharkhand,Giridih,825320,14,20,0
31-12-2025,Jharkhand,Giridih,825412,23,35,0
31-12-2025,Jharkhand,Giridih,825418,12,11,0
31-12-2025,Jharkhand,Godda,814153,7,8,1
31-12-2025,Jharkhand,Gumla,835201,1,0,0
31-12-2025,Jharkhand,Gumla,835207,13,14,0
31-12-2025,Jharkhand,Gumla,835208,8,27,0
31-12-2025,Jharkhand,Gumla,835230,2,4,0
31-12-2025,Jharkhand,Hazaribag,825405,0,1,0
31-12-2025,Jharkhand,Hazaribagh,825313,7,2,0
31-12-2025,Jharkhand,Hazaribagh,825336,1,0,0
31-12-2025,Jharkhand,Hazaribagh,825402,15,6,0
31-12-2025,Jharkhand,Hazaribagh,829129,2,3,0
31-12-2025,Jharkhand,Jamtara,814166,2,5,0
31-12-2025,Jharkhand,Latehar,822111,2,10,0
31-12-2025,Jharkhand,Latehar,822119,6,5,0
31-12-2025,Jharkhand,Pakur,816105,2,2,0
31-12-2025,Jharkhand,Palamau,822116,1,0,0
31-12-2025,Jharkhand,Palamu,822110,15,8,0
31-12-2025,Jharkhand,Palamu,822124,19,13,0
31-12-2025,Jharkhand,Palamu,822125,1,0,0
31-12-2025,Jharkhand,Palamu,822131,4,6,0
31-12-2025,Jharkhand,Palamu,822132,2,1,0
31-12-2025,Jharkhand,Pashchimi Singhbhum,833201,1,9,0
31-12-2025,Jharkhand,Purbi Singhbhum,831018,0,1,0
31-12-2025,Jharkhand,Purbi Singhbhum,832107,1,0,0
31-12-2025,Jharkhand,Ramgarh,825314,0,5,0
31-12-2025,Jharkhand,Ramgarh,825325,1,1,0
31-12-2025,Jharkhand,Ramgarh,829122,2,6,0
31-12-2025,Jharkhand,Ranchi,829209,0,1,0
31-12-2025,Jharkhand,Ranchi,834002,4,7,0
31-12-2025,Jharkhand,Ranchi,834006,0,4,0
31-12-2025,Jharkhand,Ranchi,835102,7,2,0
31-12-2025,Jharkhand,Ranchi,835217,1,2,0
31-12-2025,Jharkhand,Ranchi,835219,8,8,0
31-12-2025,Jharkhand,Ranchi,835222,8,9,0
31-12-2025,Jharkhand,Ranchi,835225,2,13,0
31-12-2025,Jharkhand,Sahebganj,816102,13,12,1
31-12-2025,Jharkhand,Sahebganj,816105,1,5,0
31-12-2025,Jharkhand,Sahibganj,816108,0,1,0
31-12-2025,Jharkhand,Seraikela-Kharsawan,831013,2,4,0
31-12-2025,Jharkhand,Seraikela-Kharsawan,832401,16,7,0
31-12-2025,Jharkhand,Seraikela-Kharsawan,832403,12,3,0
31-12-2025,Jharkhand,Seraikela-Kharsawan,833219,3,1,0
31-12-2025,Jharkhand,West Singhbhum,831002,1,0,0
31-12-2025,Jharkhand,West Singhbhum,833102,18,24,0
31-12-2025,Jharkhand,West Singhbhum,833203,9,8,0
31-12-2025,Jharkhand,West Singhbhum,833213,1,0,0
31-12-2025,Jharkhand,West Singhbhum,833218,6,4,1
31-12-2025,Jharkhand,West Singhbhum,833221,1,3,0
31-12-2025,Karnataka,Bagalkot,587103,5,0,0
31-12-2025,Karnataka,Bagalkot,587121,2,2,0
31-12-2025,Karnataka,Bagalkot,587156,1,0,0
31-12-2025,Karnataka,Bagalkot,587312,10,3,0
31-12-2025,Karnataka,Bagalkot,587313,5,4,0
31-12-2025,Karnataka,Bagalkot,587330,9,3,0
31-12-2025,Karnataka,Bagalkot *,587102,1,1,0
31-12-2025,Karnataka,Bagalkot *,587125,1,0,0
31-12-2025,Karnataka,Bagalkot *,587201,0,1,0
31-12-2025,Karnataka,Ballari,583102,2,0,0
31-12-2025,Karnataka,Ballari,583103,3,3,0
31-12-2025,Karnataka,Ballari,583119,3,0,0
31-12-2025,Karnataka,Bangalore,560008,1,1,0
31-12-2025,Karnataka,Bangalore,560017,1,2,0
31-12-2025,Karnataka,Bangalore,560030,0,1,0
31-12-2025,Karnataka,Bangalore,560048,2,1,0
31-12-2025,Karnataka,Bangalore,560083,1,2,0
31-12-2025,Karnataka,Bangalore,560096,1,0,0
31-12-2025,Karnataka,Bangalore,560104,1,0,0
31-12-2025,Karnataka,Bangalore,560105,1,2,0
31-12-2025,Karnataka,Bangalore Rural,562111,3,1,0
31-12-2025,Karnataka,Bangalore Rural,562132,3,0,0
31-12-2025,Karnataka,Belagavi,591110,1,0,0
31-12-2025,Karnataka,Belagavi,591117,3,0,0
31-12-2025,Karnataka,Belagavi,591125,1,0,0
31-12-2025,Karnataka,Belagavi,591126,6,0,0
31-12-2025,Karnataka,Belagavi,591217,1,1,0
31-12-2025,Karnataka,Belagavi,591219,1,0,0
31-12-2025,Karnataka,Belagavi,591224,3,1,0
31-12-2025,Karnataka,Belagavi,591227,2,1,0
31-12-2025,Karnataka,Belagavi,591237,2,1,0
31-12-2025,Karnataka,Belagavi,591238,2,1,0
31-12-2025,Karnataka,Belagavi,591247,0,1,0
31-12-2025,Karnataka,Belagavi,591248,7,0,0
31-12-2025,Karnataka,Belagavi,591310,1,0,0
31-12-2025,Karnataka,Belagavi,591316,1,0,0
31-12-2025,Karnataka,Belagavi,591340,2,1,0
31-12-2025,Karnataka,Belgaum,590001,2,0,0
31-12-2025,Karnataka,Belgaum,590003,0,1,0
31-12-2025,Karnataka,Belgaum,591102,2,4,0
31-12-2025,Karnataka,Belgaum,591106,2,0,0
31-12-2025,Karnataka,Belgaum,591114,3,0,0
31-12-2025,Karnataka,Belgaum,591121,1,0,0
31-12-2025,Karnataka,Belgaum,591124,1,1,0
31-12-2025,Karnataka,Belgaum,591125,1,0,0
31-12-2025,Karnataka,Belgaum,591129,2,1,0
31-12-2025,Karnataka,Belgaum,591215,2,1,0
31-12-2025,Karnataka,Belgaum,591224,0,3,0
31-12-2025,Karnataka,Belgaum,591232,4,0,0
31-12-2025,Karnataka,Belgaum,591236,1,1,0
31-12-2025,Karnataka,Belgaum,591265,2,2,0
31-12-2025,Karnataka,Belgaum,591312,4,0,0
31-12-2025,Karnataka,Belgaum,591313,0,1,0
31-12-2025,Karnataka,Bellary,583119,2,2,0
31-12-2025,Karnataka,Bellary,583120,4,1,0
31-12-2025,Karnataka,Bellary,583136,1,0,0
31-12-2025,Karnataka,Bellary,583224,0,1,0
31-12-2025,Karnataka,Bengaluru,560005,2,3,0
31-12-2025,Karnataka,Bengaluru,560010,2,3,1
31-12-2025,Karnataka,Bengaluru,560011,1,0,0
31-12-2025,Karnataka,Bengaluru,560013,1,2,0
31-12-2025,Karnataka,Bengaluru,560021,1,1,0
31-12-2025,Karnataka,Bengaluru,560032,9,3,0
31-12-2025,Karnataka,Bengaluru,560036,0,3,2
31-12-2025,Karnataka,Bengaluru,560037,5,7,6
31-12-2025,Karnataka,Bengaluru,560043,3,7,8
31-12-2025,Karnataka,Bengaluru,560048,3,0,5
31-12-2025,Karnataka,Bengaluru,560056,3,4,0
31-12-2025,Karnataka,Bengaluru,560058,5,2,0
31-12-2025,Karnataka,Bengaluru,560061,5,2,1
31-12-2025,Karnataka,Bengaluru,560084,4,1,0
31-12-2025,Karnataka,Bengaluru,560085,6,0,0
31-12-2025,Karnataka,Bengaluru,560087,7,8,2
31-12-2025,Karnataka,Bengaluru,560098,2,3,0
31-12-2025,Karnataka,Bengaluru,560103,3,1,2
31-12-2025,Karnataka,Bengaluru,560105,4,3,1
31-12-2025,Karnataka,Bengaluru,562107,3,3,1
31-12-2025,Karnataka,Bengaluru,562157,1,1,0
31-12-2025,Karnataka,Bengaluru,562162,0,1,0
31-12-2025,Karnataka,Bengaluru South,562119,0,9,0
31-12-2025,Karnataka,Bidar,585226,13,1,1
31-12-2025,Karnataka,Bijapur,586111,0,1,0
31-12-2025,Karnataka,Bijapur,586114,2,0,1
31-12-2025,Karnataka,Bijapur,586129,1,0,0
31-12-2025,Karnataka,Bijapur,586203,1,1,0
31-12-2025,Karnataka,Bijapur,586204,3,1,0
31-12-2025,Karnataka,Chamrajanagar,571123,1,0,0
31-12-2025,Karnataka,Chamrajnagar,571441,1,0,0
31-12-2025,Karnataka,Chickmagalur,577101,1,1,0
31-12-2025,Karnataka,Chickmagalur,577112,1,0,0
31-12-2025,Karnataka,Chickmagalur,577122,1,0,0
31-12-2025,Karnataka,Chickmagalur,577145,1,0,0
31-12-2025,Karnataka,Chickmagalur,577181,1,0,0
31-12-2025,Karnataka,Chikkaballapur,561206,1,2,0
31-12-2025,Karnataka,Chikkaballapur,561208,12,1,0
31-12-2025,Karnataka,Chikkaballapur,561212,1,0,0
31-12-2025,Karnataka,Chikkaballapur,562101,6,2,0
31-12-2025,Karnataka,Chikkaballapur,563161,1,0,0
31-12-2025,Karnataka,Chikkamagaluru,577228,2,3,0
31-12-2025,Karnataka,Chitradurga,577511,2,3,0
31-12-2025,Karnataka,Chitradurga,577515,1,0,0
31-12-2025,Karnataka,Chitradurga,577523,13,1,0
31-12-2025,Karnataka,Chitradurga,577524,1,0,0
31-12-2025,Karnataka,Chitradurga,577526,5,0,0
31-12-2025,Karnataka,Chitradurga,577529,5,0,0
31-12-2025,Karnataka,Chitradurga,577535,6,3,0
31-12-2025,Karnataka,Chitradurga,577538,4,1,0
31-12-2025,Karnataka,Chitradurga,577555,1,0,0
31-12-2025,Karnataka,Dakshina Kannada,574144,0,1,0
31-12-2025,Karnataka,Dakshina Kannada,574151,4,0,0
31-12-2025,Karnataka,Dakshina Kannada,574211,0,1,0
31-12-2025,Karnataka,Dakshina Kannada,574221,1,0,0
31-12-2025,Karnataka,Dakshina Kannada,574222,1,0,0
31-12-2025,Karnataka,Dakshina Kannada,574231,1,0,0
31-12-2025,Karnataka,Dakshina Kannada,574233,0,2,0
31-12-2025,Karnataka,Dakshina Kannada,574248,2,0,0
31-12-2025,Karnataka,Dakshina Kannada,574279,0,2,0
31-12-2025,Karnataka,Dakshina Kannada,574314,1,0,0
31-12-2025,Karnataka,Dakshina Kannada,575001,1,3,0
31-12-2025,Karnataka,Dakshina Kannada,575005,0,1,0
31-12-2025,Karnataka,Davanagere,577514,1,0,0
31-12-2025,Karnataka,Davanagere,577534,1,0,0
31-12-2025,Karnataka,Davanagere,583125,0,1,0
31-12-2025,Karnataka,Davangere,577217,2,0,0
31-12-2025,Karnataka,Davangere,577221,2,1,0
31-12-2025,Karnataka,Davangere,577223,1,1,0
31-12-2025,Karnataka,Davangere,577225,2,1,0
31-12-2025,Karnataka,Davangere,577512,1,0,0
31-12-2025,Karnataka,Davangere,577514,1,1,0
31-12-2025,Karnataka,Davangere,577534,3,0,0
31-12-2025,Karnataka,Dharwad,580001,0,1,0
31-12-2025,Karnataka,Dharwad,580002,1,1,0
31-12-2025,Karnataka,Dharwad,580007,3,1,0
31-12-2025,Karnataka,Dharwad,580023,8,0,0
31-12-2025,Karnataka,Dharwad,582208,5,0,0
31-12-2025,Karnataka,Gadag,582116,13,1,0
31-12-2025,Karnataka,Gadag,582118,6,2,0
31-12-2025,Karnataka,Gadag,582120,6,0,0
31-12-2025,Karnataka,Gadag,582211,2,1,0
31-12-2025,Karnataka,Gulbarga,585222,2,0,0
31-12-2025,Karnataka,Gulbarga,585225,7,0,0
31-12-2025,Karnataka,Gulbarga,585265,0,3,0
31-12-2025,Karnataka,Gulbarga,585302,1,3,0
31-12-2025,Karnataka,Gulbarga,585311,0,2,0
31-12-2025,Karnataka,Gulbarga,585317,3,1,0
31-12-2025,Karnataka,Hassan,573201,6,2,0
31-12-2025,Karnataka,Hassan,573212,0,1,0
31-12-2025,Karnataka,Haveri,581115,10,0,0
31-12-2025,Karnataka,Haveri,581120,4,0,0
31-12-2025,Karnataka,Haveri,581203,2,0,0
31-12-2025,Karnataka,Haveri,581211,2,0,0
31-12-2025,Karnataka,Haveri *,581111,1,0,0
31-12-2025,Karnataka,Kalaburagi,585104,14,4,0
31-12-2025,Karnataka,Kalaburagi,585213,0,1,0
31-12-2025,Karnataka,Kalaburagi,585318,2,0,0
31-12-2025,Karnataka,Kalaburagi,585322,0,2,0
31-12-2025,Karnataka,Kodagu,571212,1,0,0
31-12-2025,Karnataka,Kodagu,571213,1,0,0
31-12-2025,Karnataka,Kodagu,571251,1,0,0
31-12-2025,Karnataka,Kolar,563115,0,1,0
31-12-2025,Karnataka,Kolar,563127,3,0,0
31-12-2025,Karnataka,Kolar,563160,0,1,0
31-12-2025,Karnataka,Koppal,583233,2,0,0
31-12-2025,Karnataka,Mandya,571415,2,0,0
31-12-2025,Karnataka,Mandya,571417,1,0,0
31-12-2025,Karnataka,Mandya,571432,2,0,0
31-12-2025,Karnataka,Mysore,571102,6,1,0
31-12-2025,Karnataka,Mysore,571119,2,0,0
31-12-2025,Karnataka,Mysore,571120,3,1,0
31-12-2025,Karnataka,Mysore,571121,3,0,0
31-12-2025,Karnataka,Mysore,571311,3,1,0
31-12-2025,Karnataka,Mysore,571602,2,0,0
31-12-2025,Karnataka,Mysuru,570001,1,0,0
31-12-2025,Karnataka,Mysuru,571101,2,0,0
31-12-2025,Karnataka,Mysuru,571105,4,1,0
31-12-2025,Karnataka,Mysuru,571107,0,1,0
31-12-2025,Karnataka,Mysuru,571121,0,1,0
31-12-2025,Karnataka,Mysuru,571124,3,1,0
31-12-2025,Karnataka,Mysuru,571604,3,0,0
31-12-2025,Karnataka,Raichur,584102,6,3,0
31-12-2025,Karnataka,Raichur,584115,5,8,0
31-12-2025,Karnataka,Raichur,584123,25,4,0
31-12-2025,Karnataka,Raichur,584124,3,4,0
31-12-2025,Karnataka,Raichur,584133,2,0,0
31-12-2025,Karnataka,Raichur,584134,1,0,0
31-12-2025,Karnataka,Raichur,584138,3,2,0
31-12-2025,Karnataka,Raichur,584202,4,3,0
31-12-2025,Karnataka,Ramanagar,562117,8,0,0
31-12-2025,Karnataka,Ramanagar,562126,1,0,0
31-12-2025,Karnataka,Ramanagar,562160,8,0,0
31-12-2025,Karnataka,Shivamogga,577203,9,0,0
31-12-2025,Karnataka,Shivamogga,577204,1,1,0
31-12-2025,Karnataka,Shivamogga,577227,2,1,0
31-12-2025,Karnataka,Shivamogga,577301,3,2,0
31-12-2025,Karnataka,Shivamogga,577417,1,0,0
31-12-2025,Karnataka,Tumakuru,572105,0,1,0
31-12-2025,Karnataka,Tumakuru,572112,0,1,0
31-12-2025,Karnataka,Tumakuru,572123,1,0,0
31-12-2025,Karnataka,Tumakuru,572127,2,2,0
31-12-2025,Karnataka,Tumakuru,572136,1,0,0
31-12-2025,Karnataka,Tumakuru,572201,1,0,0
31-12-2025,Karnataka,Tumakuru,572221,1,0,0
31-12-2025,Karnataka,Tumkur,572106,1,0,0
31-12-2025,Karnataka,Tumkur,572125,2,0,0
31-12-2025,Karnataka,Tumkur,572130,1,0,0
31-12-2025,Karnataka,Tumkur,572138,2,0,0
31-12-2025,Karnataka,Tumkur,572214,1,0,0
31-12-2025,Karnataka,Udupi,574105,1,0,0
31-12-2025,Karnataka,Udupi,574108,0,1,0
31-12-2025,Karnataka,Udupi,574122,1,0,0
31-12-2025,Karnataka,Udupi,576101,2,1,0
31-12-2025,Karnataka,Udupi,576107,1,0,0
31-12-2025,Karnataka,Udupi,576112,1,1,0
31-12-2025,Karnataka,Udupi,576222,1,0,0
31-12-2025,Karnataka,Udupi,576231,1,0,0
31-12-2025,Karnataka,Uttara Kannada,581129,1,0,0
31-12-2025,Karnataka,Uttara Kannada,581320,5,0,0
31-12-2025,Karnataka,Uttara Kannada,581325,3,1,0
31-12-2025,Karnataka,Uttara Kannada,581327,1,0,0
31-12-2025,Karnataka,Uttara Kannada,581333,2,0,0
31-12-2025,Karnataka,Uttara Kannada,581348,1,0,0
31-12-2025,Karnataka,Uttara Kannada,581359,1,1,0
31-12-2025,Karnataka,Uttara Kannada,581411,0,1,0
31-12-2025,Karnataka,Uttara Kannada,581423,1,0,0
31-12-2025,Karnataka,Vijayanagara,583136,1,1,0
31-12-2025,Karnataka,Vijayanagara,583201,2,0,0
31-12-2025,Karnataka,Vijayanagara,583211,1,0,0
31-12-2025,Karnataka,Vijayanagara,583219,0,1,0
31-12-2025,Karnataka,Vijayapura,586101,6,0,0
31-12-2025,Karnataka,Vijayapura,586102,0,1,0
31-12-2025,Karnataka,Vijayapura,586115,1,0,0
31-12-2025,Karnataka,Vijayapura,586120,2,1,0
31-12-2025,Karnataka,Vijayapura,586124,1,1,0
31-12-2025,Karnataka,Vijayapura,586202,2,4,0
31-12-2025,Karnataka,Vijayapura,586210,0,2,0
31-12-2025,Karnataka,Yadgir,585218,0,1,0
