date,state,district,pincode,demo_age_5_17,demo_age_17_
21-12-2025,Tamil Nadu,Vellore,632204,0,2
21-12-2025,Tamil Nadu,Vellore,632209,0,2
21-12-2025,Tamil Nadu,Vellore,632405,0,3
21-12-2025,Tamil Nadu,Vellore,632503,1,9
21-12-2025,Tamil Nadu,Vellore,632507,0,1
21-12-2025,Tamil Nadu,Vellore,632514,0,2
21-12-2025,Tamil Nadu,Vellore,632519,1,2
21-12-2025,Tamil Nadu,Vellore,635601,0,1
21-12-2025,Tamil Nadu,Vellore,635651,1,0
21-12-2025,Tamil Nadu,Vellore,635654,0,2
21-12-2025,Tamil Nadu,Vellore,635701,0,1
21-12-2025,Tamil Nadu,Vellore,635811,0,1
21-12-2025,Tamil Nadu,Vellore,635814,1,0
21-12-2025,Tamil Nadu,Villupuram,604307,0,2
21-12-2025,Tamil Nadu,Villupuram,605101,0,2
21-12-2025,Tamil Nadu,Villupuram,605401,0,2
21-12-2025,Tamil Nadu,Villupuram,605402,0,4
21-12-2025,Tamil Nadu,Villupuram,605601,0,1
21-12-2025,Tamil Nadu,Villupuram,605802,0,1
21-12-2025,Tamil Nadu,Villupuram,606206,0,2
21-12-2025,Tamil Nadu,Villupuram,607203,2,4
21-12-2025,Tamil Nadu,Viluppuram,604206,0,1
21-12-2025,Tamil Nadu,Viluppuram,605601,0,2
21-12-2025,Tamil Nadu,Viluppuram,605702,0,1
21-12-2025,Tamil Nadu,Viluppuram,605758,0,1
21-12-2025,Tamil Nadu,Viluppuram,607209,1,2
21-12-2025,Tamil Nadu,Virudhunagar,626101,0,7
21-12-2025,Tamil Nadu,Virudhunagar,626104,0,2
21-12-2025,Tamil Nadu,Virudhunagar,626113,0,1
21-12-2025,Tamil Nadu,Virudhunagar,626125,2,14
21-12-2025,Tamil Nadu,Virudhunagar,626131,0,2
21-12-2025,Tamil Nadu,Virudhunagar,626137,0,1
21-12-2025,Tamil Nadu,Virudhunagar,626141,0,4
21-12-2025,Tamil Nadu,Virudhunagar,626188,0,1
21-12-2025,Tamil Nadu,Virudhunagar,626189,2,21
21-12-2025,Tamil Nadu,Virudhunagar,626204,0,3
21-12-2025,Telangana,Adilabad,504216,0,2
21-12-2025,Telangana,Adilabad,504218,0,1
21-12-2025,Telangana,Adilabad,504312,0,5
21-12-2025,Telangana,Adilabad,504313,0,1
21-12-2025,Telangana,Bhadradri Kothagudem,507101,12,47
21-12-2025,Telangana,Bhadradri Kothagudem,507120,2,7
21-12-2025,Telangana,Bhadradri Kothagudem,507122,2,1
21-12-2025,Telangana,Bhadradri Kothagudem,507125,0,4
21-12-2025,Telangana,Bhadradri Kothagudem,507128,1,6
21-12-2025,Telangana,Bhadradri Kothagudem,507133,1,7
21-12-2025,Telangana,Bhadradri Kothagudem,507140,1,2
21-12-2025,Telangana,Bhadradri Kothagudem,507166,5,20
21-12-2025,Telangana,Hanumakonda,505497,1,9
21-12-2025,Telangana,Hanumakonda,506003,0,10
21-12-2025,Telangana,Hanumakonda,506151,0,2
21-12-2025,Telangana,Hyderabad,500004,3,21
21-12-2025,Telangana,Hyderabad,500011,4,11
21-12-2025,Telangana,Hyderabad,500013,8,41
21-12-2025,Telangana,Hyderabad,500020,4,32
21-12-2025,Telangana,Hyderabad,500027,3,8
21-12-2025,Telangana,Hyderabad,500029,2,12
21-12-2025,Telangana,Hyderabad,500031,0,2
21-12-2025,Telangana,Hyderabad,500034,4,21
21-12-2025,Telangana,Hyderabad,500036,6,33
21-12-2025,Telangana,Hyderabad,500057,1,1
21-12-2025,Telangana,Hyderabad,500103,1,0
21-12-2025,Telangana,Jagitial,505325,1,33
21-12-2025,Telangana,Jagitial,505460,2,7
21-12-2025,Telangana,Jagitial,505462,0,5
21-12-2025,Telangana,Jagitial,505529,1,4
21-12-2025,Telangana,Jagitial,505531,0,1
21-12-2025,Telangana,Jangaon,506317,0,1
21-12-2025,Telangana,Jangoan,506201,1,3
21-12-2025,Telangana,Jangoan,506221,1,5
21-12-2025,Telangana,Jangoan,506222,3,4
21-12-2025,Telangana,Jangoan,506301,0,4
21-12-2025,Telangana,Jangoan,506317,1,3
21-12-2025,Telangana,Jangoan,506367,0,3
21-12-2025,Telangana,Jayashankar Bhupalpally,505184,0,3
21-12-2025,Telangana,Jogulamba Gadwal,509128,8,47
21-12-2025,Telangana,Jogulamba Gadwal,509135,0,5
21-12-2025,Telangana,K.v. Rangareddy,500019,5,30
21-12-2025,Telangana,K.v. Rangareddy,500035,8,42
21-12-2025,Telangana,K.v. Rangareddy,500049,13,71
21-12-2025,Telangana,K.v. Rangareddy,500050,4,18
21-12-2025,Telangana,K.v. Rangareddy,500077,5,19
21-12-2025,Telangana,K.v. Rangareddy,500081,0,12
21-12-2025,Telangana,K.v. Rangareddy,500091,3,20
21-12-2025,Telangana,K.v. Rangareddy,501505,5,30
21-12-2025,Telangana,K.v. Rangareddy,501510,5,24
21-12-2025,Telangana,K.v. Rangareddy,509202,0,7
21-12-2025,Telangana,K.v. Rangareddy,509216,7,55
21-12-2025,Telangana,K.v. Rangareddy,509217,1,3
21-12-2025,Telangana,K.v. Rangareddy,509320,0,1
21-12-2025,Telangana,K.v. Rangareddy,509321,2,21
21-12-2025,Telangana,K.v. Rangareddy,509357,1,6
21-12-2025,Telangana,Kamareddy,503110,0,5
21-12-2025,Telangana,Kamareddy,503301,0,2
21-12-2025,Telangana,Kamareddy,503310,0,2
21-12-2025,Telangana,Kamareddy,503321,0,3
21-12-2025,Telangana,Karimnagar,505186,1,7
21-12-2025,Telangana,Karimnagar,505187,0,4
21-12-2025,Telangana,Karimnagar,505302,0,4
21-12-2025,Telangana,Karimnagar,505304,0,2
21-12-2025,Telangana,Karimnagar,505325,0,1
21-12-2025,Telangana,Karimnagar,505401,0,2
21-12-2025,Telangana,Karimnagar,505445,3,5
21-12-2025,Telangana,Karimnagar,505481,0,1
21-12-2025,Telangana,Karimnagar,505497,0,2
21-12-2025,Telangana,Karimnagar,505526,0,1
21-12-2025,Telangana,Karimnagar,505531,0,7
21-12-2025,Telangana,Karimnagar,505532,1,1
21-12-2025,Telangana,Khammam,507101,0,3
21-12-2025,Telangana,Khammam,507116,0,2
21-12-2025,Telangana,Khammam,507157,1,5
21-12-2025,Telangana,Khammam,507201,0,4
21-12-2025,Telangana,Khammam,507203,1,7
21-12-2025,Telangana,Khammam,507304,0,1
21-12-2025,Telangana,Komaram Bheem,504292,7,37
21-12-2025,Telangana,Komaram Bheem,504299,9,39
21-12-2025,Telangana,Komaram Bheem,504313,5,19
21-12-2025,Telangana,Mahabubabad,506101,2,19
21-12-2025,Telangana,Mahabubabad,506134,1,8
21-12-2025,Telangana,Mahabubabad,506381,1,9
21-12-2025,Telangana,Mahabubabad,507122,0,1
21-12-2025,Telangana,Mahabubnagar,509102,2,12
21-12-2025,Telangana,Mahabubnagar,509103,2,2
21-12-2025,Telangana,Mahabubnagar,509110,3,0
21-12-2025,Telangana,Mahabubnagar,509132,1,1
21-12-2025,Telangana,Mahabubnagar,509204,1,19
21-12-2025,Telangana,Mahabubnagar,509206,1,1
21-12-2025,Telangana,Mahabubnagar,509208,0,1
21-12-2025,Telangana,Mahabubnagar,509216,1,0
21-12-2025,Telangana,Mahabubnagar,509327,0,1
21-12-2025,Telangana,Mahabubnagar,509334,5,12
21-12-2025,Telangana,Mahabubnagar,509338,1,1
21-12-2025,Telangana,Mahabubnagar,509339,1,16
21-12-2025,Telangana,Mahabubnagar,509340,1,28
21-12-2025,Telangana,Mahabubnagar,509385,0,2
21-12-2025,Telangana,Mancherial,504205,4,25
21-12-2025,Telangana,Medak,502102,8,33
21-12-2025,Telangana,Medak,502117,0,1
21-12-2025,Telangana,Medak,502269,0,5
21-12-2025,Telangana,Medak,502273,0,1
21-12-2025,Telangana,Medak,502277,0,1
21-12-2025,Telangana,Medak,502290,0,1
21-12-2025,Telangana,Medak,502300,0,1
21-12-2025,Telangana,Medak,502321,0,1
21-12-2025,Telangana,Medak,502331,0,1
21-12-2025,Telangana,Medchal-malkajgiri,500010,6,38
21-12-2025,Telangana,Medchal-malkajgiri,500015,0,3
21-12-2025,Telangana,Medchal-malkajgiri,500018,6,40
21-12-2025,Telangana,Medchal-malkajgiri,500055,7,94
21-12-2025,Telangana,Medchal-malkajgiri,500062,4,44
21-12-2025,Telangana,Medchal-malkajgiri,500076,1,35
21-12-2025,Telangana,Medchal-malkajgiri,500078,0,2
21-12-2025,Telangana,Medchal-malkajgiri,500085,11,20
21-12-2025,Telangana,Medchal-malkajgiri,500103,2,1
21-12-2025,Telangana,Medchal−malkajgiri,500090,2,1
21-12-2025,Telangana,Mulugu,506165,3,23
21-12-2025,Telangana,Mulugu,506349,0,5
21-12-2025,Telangana,Mulugu,507136,4,26
21-12-2025,Telangana,Nagarkurnool,509320,0,7
21-12-2025,Telangana,Nagarkurnool,509326,1,0
21-12-2025,Telangana,Nagarkurnool,509349,0,3
21-12-2025,Telangana,Nagarkurnool,509385,1,9
21-12-2025,Telangana,Nalgonda,508004,0,4
21-12-2025,Telangana,Nalgonda,508202,2,11
21-12-2025,Telangana,Nalgonda,508203,1,0
21-12-2025,Telangana,Nalgonda,508248,2,23
21-12-2025,Telangana,Nalgonda,508254,2,3
21-12-2025,Telangana,Narayanpet,509204,3,8
21-12-2025,Telangana,Narayanpet,509351,1,20
21-12-2025,Telangana,Nirmal,504104,4,16
21-12-2025,Telangana,Nirmal,504202,4,12
21-12-2025,Telangana,Nirmal,504306,0,6
21-12-2025,Telangana,Nizamabad,503164,1,18
21-12-2025,Telangana,Nizamabad,503187,0,3
21-12-2025,Telangana,Nizamabad,503188,0,1
21-12-2025,Telangana,Nizamabad,503225,1,2
21-12-2025,Telangana,Nizamabad,503235,1,3
21-12-2025,Telangana,Nizamabad,503246,0,7
21-12-2025,Telangana,Nizamabad,503311,0,0
21-12-2025,Telangana,Peddapalli,505152,2,10
21-12-2025,Telangana,Peddapalli,505162,0,12
21-12-2025,Telangana,Peddapalli,505212,2,9
21-12-2025,Telangana,Rajanna Sircilla,505401,0,4
21-12-2025,Telangana,Rangareddy,501512,1,0
21-12-2025,Telangana,Sangareddy,502032,14,82
21-12-2025,Telangana,Sangareddy,502221,0,4
21-12-2025,Telangana,Sangareddy,502228,0,2
21-12-2025,Telangana,Sangareddy,502273,2,5
21-12-2025,Telangana,Sangareddy,502293,1,1
21-12-2025,Telangana,Sangareddy,502295,3,5
21-12-2025,Telangana,Sangareddy,502313,0,6
21-12-2025,Telangana,Siddipet,502103,1,28
21-12-2025,Telangana,Siddipet,505466,1,7
21-12-2025,Telangana,Siddipet,505472,0,1
21-12-2025,Telangana,Siddipet,506223,3,11
21-12-2025,Telangana,Suryapet,508201,5,23
21-12-2025,Telangana,Suryapet,508221,3,12
21-12-2025,Telangana,Suryapet,508238,0,2
21-12-2025,Telangana,Wanaparthy,509105,1,14
21-12-2025,Telangana,Wanaparthy,509120,4,25
21-12-2025,Telangana,Wanaparthy,509130,1,12
21-12-2025,Telangana,Wanaparthy,509381,3,31
21-12-2025,Telangana,Warangal,506221,0,1
21-12-2025,Telangana,Warangal,506301,0,1
21-12-2025,Telangana,Warangal,506368,2,4
21-12-2025,Telangana,Warangal Rural,506313,1,13
21-12-2025,Telangana,Warangal Rural,506316,1,2
21-12-2025,Telangana,Warangal Rural,506332,0,11
21-12-2025,Telangana,Warangal Rural,506342,0,2
21-12-2025,Telangana,Warangal Urban,506144,0,2
21-12-2025,Telangana,Yadadri.,508113,4,11
21-12-2025,Telangana,Yadadri.,508126,1,28
21-12-2025,Telangana,Yadadri.,508223,0,4
21-12-2025,Telangana,Yadadri.,508284,5,14
21-12-2025,Telangana,Yadadri.,508285,1,10
21-12-2025,Tripura,Dhalai,799204,0,1
21-12-2025,Tripura,Dhalai,799285,1,0
21-12-2025,Tripura,Dhalai,799287,0,1
21-12-2025,Tripura,North Tripura,799270,0,2
21-12-2025,Tripura,South Tripura,799013,1,1
21-12-2025,Tripura,South Tripura,799101,0,1
21-12-2025,Tripura,South Tripura,799125,2,9
21-12-2025,Tripura,South Tripura,799143,0,7
21-12-2025,Tripura,West Tripura,799003,1,9
21-12-2025,Tripura,West Tripura,799035,3,9
21-12-2025,Tripura,West Tripura,799210,0,2
21-12-2025,Tripura,West Tripura,799211,0,2
21-12-2025,Uttar Pradesh,Agra,282002,3,30
21-12-2025,Uttar Pradesh,Agra,282005,4,28
21-12-2025,Uttar Pradesh,Agra,282008,0,1
21-12-2025,Uttar Pradesh,Agra,283110,2,16
21-12-2025,Uttar Pradesh,Agra,283113,0,5
21-12-2025,Uttar Pradesh,Agra,283121,1,8
21-12-2025,Uttar Pradesh,Agra,283201,3,8
21-12-2025,Uttar Pradesh,Aligarh,202126,2,3
21-12-2025,Uttar Pradesh,Aligarh,202136,0,7
21-12-2025,Uttar Pradesh,Aligarh,202139,0,2
21-12-2025,Uttar Pradesh,Aligarh,202165,1,8
21-12-2025,Uttar Pradesh,Aligarh,204213,1,0
21-12-2025,Uttar Pradesh,Allahabad,211004,1,5
21-12-2025,Uttar Pradesh,Allahabad,211010,0,10
21-12-2025,Uttar Pradesh,Allahabad,211019,1,17
21-12-2025,Uttar Pradesh,Allahabad,212301,3,35
21-12-2025,Uttar Pradesh,Allahabad,212307,2,13
21-12-2025,Uttar Pradesh,Allahabad,212405,1,4
21-12-2025,Uttar Pradesh,Allahabad,212503,0,9
21-12-2025,Uttar Pradesh,Allahabad,212507,2,26
21-12-2025,Uttar Pradesh,Allahabad,229413,0,1
21-12-2025,Uttar Pradesh,Ambedkar Nagar,224155,2,6
21-12-2025,Uttar Pradesh,Ambedkar Nagar,224231,1,10
21-12-2025,Uttar Pradesh,Amethi,227807,2,8
21-12-2025,Uttar Pradesh,Amethi,229304,0,5
21-12-2025,Uttar Pradesh,Amethi,229305,0,9
21-12-2025,Uttar Pradesh,Amethi,229802,0,7
21-12-2025,Uttar Pradesh,Amroha,244236,1,12
21-12-2025,Uttar Pradesh,Auraiya,206128,0,2
21-12-2025,Uttar Pradesh,Auraiya,206241,2,10
21-12-2025,Uttar Pradesh,Auraiya,206243,2,24
21-12-2025,Uttar Pradesh,Auraiya,206247,0,14
21-12-2025,Uttar Pradesh,Auraiya,206255,1,3
21-12-2025,Uttar Pradesh,Ayodhya,224127,0,2
21-12-2025,Uttar Pradesh,Ayodhya,224132,0,1
21-12-2025,Uttar Pradesh,Ayodhya,224135,1,5
21-12-2025,Uttar Pradesh,Ayodhya,224161,0,8
21-12-2025,Uttar Pradesh,Azamgarh,223226,0,6
21-12-2025,Uttar Pradesh,Azamgarh,223227,0,7
21-12-2025,Uttar Pradesh,Azamgarh,276121,2,22
21-12-2025,Uttar Pradesh,Azamgarh,276126,2,11
21-12-2025,Uttar Pradesh,Azamgarh,276138,0,19
21-12-2025,Uttar Pradesh,Azamgarh,276302,0,9
21-12-2025,Uttar Pradesh,Azamgarh,276304,3,16
21-12-2025,Uttar Pradesh,Azamgarh,276404,2,68
21-12-2025,Uttar Pradesh,Baghpat,250602,0,2
21-12-2025,Uttar Pradesh,Baghpat,250609,1,14
21-12-2025,Uttar Pradesh,Baghpat,250619,1,4
21-12-2025,Uttar Pradesh,Baghpat,250622,1,8
21-12-2025,Uttar Pradesh,Baghpat,250625,1,8
21-12-2025,Uttar Pradesh,Bahraich,271845,1,9
21-12-2025,Uttar Pradesh,Bahraich,271855,12,51
21-12-2025,Uttar Pradesh,Bahraich,271902,4,47
21-12-2025,Uttar Pradesh,Bahraich,271903,2,26
21-12-2025,Uttar Pradesh,Ballia,221711,2,16
21-12-2025,Uttar Pradesh,Ballia,277001,1,24
21-12-2025,Uttar Pradesh,Ballia,277201,0,1
21-12-2025,Uttar Pradesh,Ballia,277202,1,6
21-12-2025,Uttar Pradesh,Ballia,277203,0,1
21-12-2025,Uttar Pradesh,Ballia,277204,0,4
21-12-2025,Uttar Pradesh,Ballia,277209,1,12
21-12-2025,Uttar Pradesh,Ballia,277219,0,3
21-12-2025,Uttar Pradesh,Ballia,277403,0,2
21-12-2025,Uttar Pradesh,Ballia,277502,0,2
21-12-2025,Uttar Pradesh,Balrampur,271207,3,14
21-12-2025,Uttar Pradesh,Banda,210125,1,18
21-12-2025,Uttar Pradesh,Bara Banki,225201,0,6
21-12-2025,Uttar Pradesh,Bara Banki,225205,0,3
21-12-2025,Uttar Pradesh,Bara Banki,225303,0,2
21-12-2025,Uttar Pradesh,Bara Banki,225404,0,5
21-12-2025,Uttar Pradesh,Bara Banki,225409,1,14
21-12-2025,Uttar Pradesh,Barabanki,225301,0,5
21-12-2025,Uttar Pradesh,Barabanki,225305,0,2
21-12-2025,Uttar Pradesh,Barabanki,225405,0,1
21-12-2025,Uttar Pradesh,Bareilly,262407,1,13
21-12-2025,Uttar Pradesh,Basti,272128,0,5
21-12-2025,Uttar Pradesh,Basti,272161,0,13
21-12-2025,Uttar Pradesh,Basti,272302,1,17
21-12-2025,Uttar Pradesh,Bhadohi,221310,0,2
21-12-2025,Uttar Pradesh,Bhadohi,221314,0,1
21-12-2025,Uttar Pradesh,Bijnor,246726,2,13
21-12-2025,Uttar Pradesh,Bijnor,246727,0,3
21-12-2025,Uttar Pradesh,Bijnor,246728,3,8
21-12-2025,Uttar Pradesh,Bijnor,246762,3,62
21-12-2025,Uttar Pradesh,Bijnor,246765,0,3
21-12-2025,Uttar Pradesh,Budaun,202523,4,22
21-12-2025,Uttar Pradesh,Budaun,202524,3,9
21-12-2025,Uttar Pradesh,Budaun,202525,0,3
21-12-2025,Uttar Pradesh,Budaun,243631,0,14
21-12-2025,Uttar Pradesh,Budaun,243633,5,26
21-12-2025,Uttar Pradesh,Bulandshahr,202389,1,9
21-12-2025,Uttar Pradesh,Bulandshahr,202391,3,5
21-12-2025,Uttar Pradesh,Bulandshahr,203132,1,4
21-12-2025,Uttar Pradesh,Bulandshahr,203395,0,2
21-12-2025,Uttar Pradesh,Bulandshahr,203402,0,1
21-12-2025,Uttar Pradesh,Bulandshahr,203411,0,2
21-12-2025,Uttar Pradesh,Chandauli,221110,1,4
21-12-2025,Uttar Pradesh,Chandauli,232104,0,17
21-12-2025,Uttar Pradesh,Chandauli,232107,1,6
21-12-2025,Uttar Pradesh,Chitrakoot,210206,0,11
21-12-2025,Uttar Pradesh,Deoria,274001,8,44
21-12-2025,Uttar Pradesh,Deoria,274201,2,8
21-12-2025,Uttar Pradesh,Deoria,274208,2,6
21-12-2025,Uttar Pradesh,Deoria,274404,2,18
21-12-2025,Uttar Pradesh,Deoria,274508,1,3
21-12-2025,Uttar Pradesh,Deoria,274601,1,7
21-12-2025,Uttar Pradesh,Deoria,274602,0,3
21-12-2025,Uttar Pradesh,Deoria,274603,2,10
21-12-2025,Uttar Pradesh,Etah,207001,5,40
21-12-2025,Uttar Pradesh,Etah,207120,0,4
21-12-2025,Uttar Pradesh,Etawah,206127,2,16
21-12-2025,Uttar Pradesh,Etawah,206128,0,1
21-12-2025,Uttar Pradesh,Etawah,206131,1,7
21-12-2025,Uttar Pradesh,Faizabad,224121,0,9
21-12-2025,Uttar Pradesh,Faizabad,224153,0,3
21-12-2025,Uttar Pradesh,Faizabad,224161,0,5
21-12-2025,Uttar Pradesh,Faizabad,224172,0,2
21-12-2025,Uttar Pradesh,Faizabad,224202,0,4
21-12-2025,Uttar Pradesh,Faizabad,224203,1,7
21-12-2025,Uttar Pradesh,Faizabad,224206,2,1
21-12-2025,Uttar Pradesh,Faizabad,224207,0,1
21-12-2025,Uttar Pradesh,Faizabad,224228,0,2
21-12-2025,Uttar Pradesh,Faizabad,225411,1,10
21-12-2025,Uttar Pradesh,Farrukhabad,205302,1,1
21-12-2025,Uttar Pradesh,Farrukhabad,206451,0,7
21-12-2025,Uttar Pradesh,Farrukhabad,207503,0,9
21-12-2025,Uttar Pradesh,Farrukhabad,207504,0,6
21-12-2025,Uttar Pradesh,Fatehpur,212645,0,23
21-12-2025,Uttar Pradesh,Fatehpur,212655,5,17
21-12-2025,Uttar Pradesh,Fatehpur,216221,2,10
21-12-2025,Uttar Pradesh,Firozabad,205121,0,3
21-12-2025,Uttar Pradesh,Firozabad,215126,1,11
21-12-2025,Uttar Pradesh,Firozabad,283130,0,4
21-12-2025,Uttar Pradesh,Firozabad,283151,2,6
21-12-2025,Uttar Pradesh,Firozabad,283207,0,5
21-12-2025,Uttar Pradesh,Gautam Buddha Nagar,201008,0,1
21-12-2025,Uttar Pradesh,Gautam Buddha Nagar,201312,0,2
21-12-2025,Uttar Pradesh,Gautam Buddha Nagar,203155,2,11
21-12-2025,Uttar Pradesh,Ghaziabad,201003,3,20
21-12-2025,Uttar Pradesh,Ghaziabad,201010,3,45
21-12-2025,Uttar Pradesh,Ghaziabad,201011,1,12
21-12-2025,Uttar Pradesh,Ghaziabad,201012,3,28
21-12-2025,Uttar Pradesh,Ghaziabad,201102,16,235
21-12-2025,Uttar Pradesh,Ghaziabad,201302,2,17
21-12-2025,Uttar Pradesh,Ghaziabad,201309,4,39
21-12-2025,Uttar Pradesh,Ghaziabad,245201,0,3
21-12-2025,Uttar Pradesh,Ghaziabad,245304,3,22
21-12-2025,Uttar Pradesh,Ghazipur,232333,1,8
21-12-2025,Uttar Pradesh,Ghazipur,232340,0,7
21-12-2025,Uttar Pradesh,Ghazipur,233221,1,15
21-12-2025,Uttar Pradesh,Ghazipur,233233,0,5
21-12-2025,Uttar Pradesh,Ghazipur,233301,0,2
21-12-2025,Uttar Pradesh,Ghazipur,233306,0,3
21-12-2025,Uttar Pradesh,Ghazipur,275202,2,8
21-12-2025,Uttar Pradesh,Gonda,271122,2,21
21-12-2025,Uttar Pradesh,Gonda,271125,2,12
21-12-2025,Uttar Pradesh,Gonda,271126,0,5
21-12-2025,Uttar Pradesh,Gonda,271202,1,21
21-12-2025,Uttar Pradesh,Gonda,271205,0,1
21-12-2025,Uttar Pradesh,Gonda,271305,2,16
21-12-2025,Uttar Pradesh,Gonda,271319,0,8
21-12-2025,Uttar Pradesh,Gonda,271401,2,11
21-12-2025,Uttar Pradesh,Gonda,271402,1,6
21-12-2025,Uttar Pradesh,Gonda,271503,1,11
21-12-2025,Uttar Pradesh,Gorakhpur,273005,0,7
21-12-2025,Uttar Pradesh,Gorakhpur,273015,2,34
21-12-2025,Uttar Pradesh,Gorakhpur,273152,2,9
21-12-2025,Uttar Pradesh,Gorakhpur,273404,1,14
21-12-2025,Uttar Pradesh,Gorakhpur,273407,4,22
21-12-2025,Uttar Pradesh,Gorakhpur,273411,1,18
21-12-2025,Uttar Pradesh,Gorakhpur,273412,2,14
21-12-2025,Uttar Pradesh,Hamirpur,210422,0,4
21-12-2025,Uttar Pradesh,Hamirpur,210425,0,1
21-12-2025,Uttar Pradesh,Hamirpur,210432,1,4
21-12-2025,Uttar Pradesh,Hamirpur,210507,3,21
21-12-2025,Uttar Pradesh,Hapur,245205,2,17
21-12-2025,Uttar Pradesh,Hardoi,241121,0,10
21-12-2025,Uttar Pradesh,Hardoi,241122,1,19
21-12-2025,Uttar Pradesh,Hardoi,241126,0,16
21-12-2025,Uttar Pradesh,Hardoi,241202,1,6
21-12-2025,Uttar Pradesh,Hardoi,241204,4,26
21-12-2025,Uttar Pradesh,Hardoi,241301,4,35
21-12-2025,Uttar Pradesh,Hardoi,241305,0,17
21-12-2025,Uttar Pradesh,Hardoi,241401,1,5
21-12-2025,Uttar Pradesh,Hardoi,241402,4,26
21-12-2025,Uttar Pradesh,Hardoi,241405,2,5
21-12-2025,Uttar Pradesh,Hardoi,241407,1,18
21-12-2025,Uttar Pradesh,Hathras,204102,1,9
21-12-2025,Uttar Pradesh,Hathras,204211,3,10
21-12-2025,Uttar Pradesh,Hathras,204215,1,24
21-12-2025,Uttar Pradesh,Jalaun,285122,1,1
21-12-2025,Uttar Pradesh,Jalaun,285124,0,4
21-12-2025,Uttar Pradesh,Jalaun,285126,1,4
21-12-2025,Uttar Pradesh,Jalaun,285129,1,3
21-12-2025,Uttar Pradesh,Jalaun,285205,3,13
21-12-2025,Uttar Pradesh,Jalaun,285223,0,3
21-12-2025,Uttar Pradesh,Jaunpur,222003,0,1
21-12-2025,Uttar Pradesh,Jaunpur,222113,0,5
21-12-2025,Uttar Pradesh,Jaunpur,222132,3,15
21-12-2025,Uttar Pradesh,Jaunpur,222146,3,12
21-12-2025,Uttar Pradesh,Jaunpur,222149,1,1
21-12-2025,Uttar Pradesh,Jaunpur,222162,0,13
21-12-2025,Uttar Pradesh,Jaunpur,223103,0,15
21-12-2025,Uttar Pradesh,Jhansi,284002,6,20
21-12-2025,Uttar Pradesh,Jhansi,284202,2,18
21-12-2025,Uttar Pradesh,Jhansi,284206,0,7
21-12-2025,Uttar Pradesh,Jhansi,284301,1,6
21-12-2025,Uttar Pradesh,Jyotiba Phule Nagar,244236,0,1
21-12-2025,Uttar Pradesh,Kannauj,209720,1,4
21-12-2025,Uttar Pradesh,Kannauj,209727,2,13
21-12-2025,Uttar Pradesh,Kannauj,209736,2,10
21-12-2025,Uttar Pradesh,Kanpur Dehat,208001,1,4
21-12-2025,Uttar Pradesh,Kanpur Dehat,209115,0,15
21-12-2025,Uttar Pradesh,Kanpur Dehat,209204,0,6
21-12-2025,Uttar Pradesh,Kanpur Dehat,209302,1,11
21-12-2025,Uttar Pradesh,Kanpur Dehat,209306,2,14
21-12-2025,Uttar Pradesh,Kanpur Nagar,208003,0,6
21-12-2025,Uttar Pradesh,Kanpur Nagar,208005,0,8
21-12-2025,Uttar Pradesh,Kanpur Nagar,208007,2,23
21-12-2025,Uttar Pradesh,Kanpur Nagar,208009,0,1
21-12-2025,Uttar Pradesh,Kanpur Nagar,208016,1,4
21-12-2025,Uttar Pradesh,Kanpur Nagar,208021,7,46
21-12-2025,Uttar Pradesh,Kanpur Nagar,208024,0,1
21-12-2025,Uttar Pradesh,Kanpur Nagar,209202,4,17
21-12-2025,Uttar Pradesh,Kanpur Nagar,209204,0,3
21-12-2025,Uttar Pradesh,Kasganj,207001,0,2
21-12-2025,Uttar Pradesh,Kasganj,207241,2,9
21-12-2025,Uttar Pradesh,Kasganj,207245,0,10
21-12-2025,Uttar Pradesh,Kasganj,207402,0,6
21-12-2025,Uttar Pradesh,Kaushambi,212206,2,5
21-12-2025,Uttar Pradesh,Kaushambi,212216,4,9
21-12-2025,Uttar Pradesh,Kaushambi,212217,3,18
21-12-2025,Uttar Pradesh,Kheri,262721,0,4
21-12-2025,Uttar Pradesh,Kheri,262903,4,20
21-12-2025,Uttar Pradesh,Kheri,262906,2,7
21-12-2025,Uttar Pradesh,Kheri,271855,0,2
21-12-2025,Uttar Pradesh,Kushinagar,274207,2,18
21-12-2025,Uttar Pradesh,Kushinagar,274301,0,19
21-12-2025,Uttar Pradesh,Kushinagar,274304,4,62
21-12-2025,Uttar Pradesh,Kushinagar,274306,0,25
21-12-2025,Uttar Pradesh,Kushinagar,274402,7,29
21-12-2025,Uttar Pradesh,Lalitpur,284122,0,9
21-12-2025,Uttar Pradesh,Lalitpur,284123,0,6
21-12-2025,Uttar Pradesh,Lalitpur,284402,0,7
21-12-2025,Uttar Pradesh,Lucknow,226002,3,62
21-12-2025,Uttar Pradesh,Lucknow,226004,3,15
21-12-2025,Uttar Pradesh,Lucknow,226005,3,13
21-12-2025,Uttar Pradesh,Lucknow,226006,1,12
21-12-2025,Uttar Pradesh,Lucknow,226008,3,28
21-12-2025,Uttar Pradesh,Lucknow,226009,0,1
21-12-2025,Uttar Pradesh,Lucknow,226021,4,34
21-12-2025,Uttar Pradesh,Lucknow,226028,6,40
21-12-2025,Uttar Pradesh,Lucknow,226029,0,17
21-12-2025,Uttar Pradesh,Lucknow,226401,1,2
21-12-2025,Uttar Pradesh,Lucknow,227101,0,5
