state,year_month,enrol_age_5_17,enrol_age_18_plus,demo_age_5_17,demo_age_18_plus,bio_age_5_17,bio_age_18_plus,demo_ratio_5_17,demo_ratio_18_plus,bio_ratio_5_17,bio_ratio_18_plus,total_updates,total_enrolment,update_intensity,update_intensity_3m_avg,update_decay_signal,update_consistency
KERALA,2025-03,513,62,2350.0,25719.0,8751.0,13912.0,4.580896686159844,414.8225806451613,17.058479532163744,224.38709677419354,50732.0,575,88.22956521739131,405.1067527368701,-316.87718751947875,286.9977923595041
KERALA,2025-04,101,1,2054.0,27794.0,5807.0,13442.0,20.336633663366335,27794.0,57.495049504950494,13442.0,49097.0,102,481.34313725490193,207.7595473674278,273.5835898874741,286.9977923595041
KERALA,2025-05,393,49,1190.0,15352.0,4739.0,12028.0,3.0279898218829517,313.3061224489796,12.05852417302799,245.46938775510205,33309.0,442,75.35972850678733,214.97747699302684,-139.61774848623952,286.9977923595041
KERALA,2025-06,266,65,1818.0,18641.0,9549.0,14737.0,6.834586466165414,286.7846153846154,35.8984962406015,226.72307692307692,44745.0,331,135.18126888217523,230.62804488128813,-95.4467759991129,286.9977923595041
KERALA,2025-07,150,45,1166.0,14626.0,4427.0,8038.0,7.773333333333333,325.02222222222224,29.513333333333332,178.62222222222223,28257.0,195,144.90769230769232,118.48289656555164,26.424795742140674,286.9977923595041
KERALA,2025-08,563,14,3111.0,32555.0,9596.0,16981.0,5.525754884547069,2325.3571428571427,17.044404973357015,1212.9285714285713,62243.0,577,107.87348353552859,129.3208149084654,-21.4473313729368,286.9977923595041
KERALA,2025-09,626,12,1795.0,20712.0,5845.0,11279.0,2.86741214057508,1726.0,9.3370607028754,939.9166666666666,39631.0,638,62.11755485893417,104.96624356738504,-42.848688708450865,286.9977923595041
KERALA,2025-10,567,54,1902.0,22887.0,7095.0,12714.0,3.3544973544973544,423.8333333333333,12.513227513227513,235.44444444444446,44598.0,621,71.81642512077295,80.6024878384119,-8.786062717638956,286.9977923595041
KERALA,2025-11,470,61,1851.0,19978.0,6761.0,13216.0,3.9382978723404256,327.5081967213115,14.385106382978723,216.65573770491804,41806.0,531,78.73069679849341,70.88822559273352,7.842471205759892,286.9977923595041
KERALA,2025-12,450,37,2149.0,27727.0,8541.0,17150.0,4.775555555555556,749.3783783783783,18.98,463.5135135135135,55567.0,487,114.10061601642711,88.21591264523117,25.88470337119594,286.9977923595041
KERALA,NaT,12578,2046,28116.0,322529.0,117401.0,184671.0,2.235331531245031,157.63880742913,9.333836858006043,90.25953079178886,652717.0,14624,44.63327407002188,79.15486229498079,-34.521588224958904,286.9977923595041
LADAKH,2025-01,5,0,763.0,1874.0,1386.0,2179.0,152.6,0.0,277.2,0.0,6202.0,5,1240.4,1240.4,0.0,326.03899895972825
LADAKH,2025-02,3,0,25.0,122.0,41.0,27.0,8.333333333333334,0.0,13.666666666666666,0.0,215.0,3,71.66666666666667,656.0333333333334,-584.3666666666668,326.03899895972825
LADAKH,2025-03,2,0,31.0,110.0,32.0,27.0,15.5,0.0,16.0,0.0,200.0,2,100.0,470.6888888888889,-370.6888888888889,326.03899895972825
LADAKH,2025-04,1,2,17.0,100.0,37.0,31.0,17.0,50.0,37.0,15.5,185.0,3,61.666666666666664,77.77777777777779,-16.11111111111112,326.03899895972825
LADAKH,2025-05,3,2,17.0,72.0,20.0,21.0,5.666666666666667,36.0,6.666666666666667,10.5,130.0,5,26.0,62.555555555555564,-36.555555555555564,326.03899895972825
LADAKH,2025-06,2,1,17.0,119.0,34.0,28.0,8.5,119.0,17.0,28.0,198.0,3,66.0,51.22222222222223,14.777777777777771,326.03899895972825
LADAKH,2025-07,1,0,27.0,73.0,14.0,29.0,27.0,0.0,14.0,0.0,143.0,1,143.0,78.33333333333334,64.66666666666666,326.03899895972825
LADAKH,2025-08,3,0,32.0,145.0,25.0,34.0,10.666666666666666,0.0,8.333333333333334,0.0,236.0,3,78.66666666666667,95.8888888888889,-17.22222222222223,326.03899895972825
LADAKH,2025-09,4,0,27.0,80.0,31.0,33.0,6.75,0.0,7.75,0.0,171.0,4,42.75,88.1388888888889,-45.3888888888889,326.03899895972825
LADAKH,2025-10,5,0,21.0,89.0,20.0,27.0,4.2,0.0,4.0,0.0,157.0,5,31.4,50.9388888888889,-19.5388888888889,326.03899895972825
LADAKH,2025-11,1,0,24.0,122.0,44.0,39.0,24.0,0.0,44.0,0.0,229.0,1,229.0,101.05000000000001,127.94999999999999,326.03899895972825
LADAKH,2025-12,2,0,21.0,116.0,43.0,34.0,10.5,0.0,21.5,0.0,214.0,2,107.0,122.46666666666668,-15.466666666666683,326.03899895972825
LADAKH,NaT,101,13,353.0,1338.0,1082.0,445.0,3.495049504950495,102.92307692307692,10.712871287128714,34.23076923076923,3218.0,114,28.228070175438596,121.40935672514621,-93.18128654970761,326.03899895972825
LAKSHADWEEP,2025-01,0,0,0.0,26.0,1294.0,1773.0,0.0,0.0,0.0,0.0,3093.0,0,0.0,0.0,0.0,84.7905413205736
LAKSHADWEEP,2025-02,2,0,4.0,27.0,47.0,24.0,2.0,0.0,23.5,0.0,102.0,2,51.0,25.5,25.5,84.7905413205736
LAKSHADWEEP,2025-03,0,0,7.0,48.0,25.0,27.0,0.0,0.0,0.0,0.0,107.0,0,0.0,17.0,-17.0,84.7905413205736
LAKSHADWEEP,2025-04,0,0,2.0,30.0,18.0,28.0,0.0,0.0,0.0,0.0,78.0,0,0.0,17.0,-17.0,84.7905413205736
LAKSHADWEEP,2025-05,1,0,6.0,9.0,28.0,36.0,6.0,0.0,28.0,0.0,79.0,1,79.0,26.333333333333332,52.66666666666667,84.7905413205736
LAKSHADWEEP,2025-06,1,0,4.0,51.0,26.0,30.0,4.0,0.0,26.0,0.0,111.0,1,111.0,63.333333333333336,47.666666666666664,84.7905413205736
LAKSHADWEEP,2025-07,0,0,4.0,24.0,27.0,27.0,0.0,0.0,0.0,0.0,82.0,0,0.0,63.333333333333336,-63.333333333333336,84.7905413205736
LAKSHADWEEP,2025-08,0,0,18.0,55.0,31.0,51.0,0.0,0.0,0.0,0.0,155.0,0,0.0,37.0,-37.0,84.7905413205736
LAKSHADWEEP,2025-09,0,0,8.0,20.0,17.0,39.0,0.0,0.0,0.0,0.0,84.0,0,0.0,0.0,0.0,84.7905413205736
LAKSHADWEEP,2025-10,0,0,8.0,61.0,28.0,38.0,0.0,0.0,0.0,0.0,135.0,0,0.0,0.0,0.0,84.7905413205736
LAKSHADWEEP,2025-11,1,0,3.0,38.0,30.0,33.0,3.0,0.0,30.0,0.0,104.0,1,104.0,34.666666666666664,69.33333333333334,84.7905413205736
LAKSHADWEEP,2025-12,0,0,5.0,30.0,36.0,40.0,0.0,0.0,0.0,0.0,111.0,0,0.0,34.666666666666664,-34.666666666666664,84.7905413205736
LAKSHADWEEP,NaT,5,1,101.0,587.0,619.0,448.0,20.2,587.0,123.8,448.0,1755.0,6,292.5,132.16666666666666,160.33333333333334,84.7905413205736
MADHYA PRADESH,2025-01,42956,4406,249933.0,1436150.0,2385083.0,1873884.0,5.81834900828755,325.95324557421696,55.523861625849705,425.30276895142987,5945050.0,47362,125.52362653604155,125.52362653604155,0.0,25.83283488501428
MADHYA PRADESH,2025-02,3815,62,4582.0,32447.0,48010.0,47591.0,1.201048492791612,523.3387096774194,12.584534731323723,767.5967741935484,132630.0,3877,34.20944028888316,79.86653341246236,-45.6570931235792,25.83283488501428
MADHYA PRADESH,2025-03,2078,113,8297.0,48238.0,44423.0,46924.0,3.992781520692974,426.88495575221236,21.37776708373436,415.2566371681416,147882.0,2191,67.49520766773163,75.74275816421878,-8.24755049648715,25.83283488501428
MADHYA PRADESH,2025-04,1549,44,7434.0,49720.0,33182.0,34453.0,4.7992253066494515,1130.0,21.42156229825694,783.0227272727273,124789.0,1593,78.33584431889517,60.01349742516999,18.322346893725182,25.83283488501428
MADHYA PRADESH,2025-05,1284,21,3524.0,22096.0,23579.0,22559.0,2.7445482866043616,1052.1904761904761,18.363707165109034,1074.2380952380952,71758.0,1305,54.98697318007663,66.93934172223447,-11.952368542157842,25.83283488501428
MADHYA PRADESH,2025-06,1501,168,6601.0,36571.0,34801.0,33407.0,4.397734843437708,217.6845238095238,23.18520986009327,198.85119047619048,111380.0,1669,66.73457159976033,66.68579636624405,0.04877523351628099,25.83283488501428
MADHYA PRADESH,2025-07,729,96,4978.0,28825.0,18985.0,17947.0,6.828532235939643,300.2604166666667,26.042524005486968,186.94791666666666,70735.0,825,85.73939393939393,69.15364623974364,16.585747699650298,25.83283488501428
MADHYA PRADESH,2025-08,2981,89,8810.0,55651.0,35448.0,40270.0,2.9553840992955385,625.2921348314607,11.891311640389132,452.4719101123595,140179.0,3070,45.66091205211726,66.0449591970905,-20.384047144973245,25.83283488501428
MADHYA PRADESH,2025-09,2940,91,6982.0,42832.0,43784.0,46883.0,2.3748299319727892,470.68131868131866,14.892517006802722,515.1978021978022,140481.0,3031,46.3480699439129,59.24945864514137,-12.90138870122847,25.83283488501428
MADHYA PRADESH,2025-10,3000,131,7680.0,51874.0,31450.0,31563.0,2.56,395.98473282442745,10.483333333333333,240.93893129770993,122567.0,3131,39.14627914404344,43.71842038002453,-4.572141235981093,25.83283488501428
MADHYA PRADESH,2025-11,2655,165,7293.0,48496.0,40442.0,43091.0,2.7468926553672315,293.91515151515154,15.232391713747646,261.1575757575758,139322.0,2820,49.40496453900709,44.96643787565447,4.438526663352619,25.83283488501428
MADHYA PRADESH,2025-12,2414,271,7662.0,53407.0,38902.0,40299.0,3.1739850869925434,197.07380073800738,16.11516155758078,148.7047970479705,140270.0,2685,52.242085661080075,46.93110978137687,5.310975879703207,25.83283488501428
MADHYA PRADESH,NaT,48479,3942,83322.0,599533.0,422028.0,444783.0,1.7187235710307556,152.08853373921866,8.705377586171332,112.83181126331812,1549666.0,52421,29.561931287079606,43.736327162388925,-14.174395875309319,25.83283488501428
MAHARASHTRA,2025-01,27449,3977,94780.0,1107691.0,1738826.0,3407643.0,3.452949105614048,278.5242645209957,63.347517213741845,856.837566004526,6348940.0,31426,202.02825685737923,202.02825685737923,0.0,67.64629375991157
MAHARASHTRA,2025-02,2587,48,4181.0,56167.0,78924.0,104213.0,1.6161577116350985,1170.1458333333333,30.50792423656745,2171.1041666666665,243485.0,2635,92.40417457305503,147.21621571521712,-54.81204114216209,67.64629375991157
MAHARASHTRA,2025-03,1580,105,9818.0,172225.0,56921.0,95663.0,6.213924050632912,1640.2380952380952,36.02594936708861,911.0761904761905,334627.0,1685,198.59169139465877,164.34137427503103,34.25031711962774,67.64629375991157
MAHARASHTRA,2025-04,1223,57,8279.0,189930.0,66731.0,105583.0,6.769419460343418,3332.1052631578946,54.563368765331155,1852.3333333333333,370523.0,1280,289.47109375,193.4889865725713,95.98210717742873,67.64629375991157
MAHARASHTRA,2025-05,939,30,4308.0,58686.0,57291.0,109367.0,4.587859424920127,1956.2,61.01277955271566,3645.5666666666666,229652.0,969,236.99896800825593,241.68725105097158,-4.688283042715653,67.64629375991157
MAHARASHTRA,2025-06,905,91,7253.0,155643.0,45468.0,65132.0,8.014364640883977,1710.3626373626373,50.24088397790055,715.7362637362637,273496.0,996,274.59437751004015,267.0214797560987,7.572897753941447,67.64629375991157
MAHARASHTRA,2025-07,689,119,4819.0,132408.0,31636.0,59754.0,6.994194484760523,1112.672268907563,45.91582002902758,502.1344537815126,228617.0,808,282.9418316831683,264.8450590671548,18.09677261601348,67.64629375991157
MAHARASHTRA,2025-08,1852,111,8581.0,158642.0,78429.0,126607.0,4.633369330453564,1429.2072072072071,42.34827213822894,1140.6036036036037,372259.0,1963,189.63779928680592,249.05800282667144,-59.420203539865525,67.64629375991157
MAHARASHTRA,2025-09,2163,73,5994.0,71621.0,68530.0,88687.0,2.7711511789181693,981.1095890410959,31.68284789644013,1214.890410958904,234832.0,2236,105.02325581395348,192.53429559464257,-87.51103978068909,67.64629375991157
MAHARASHTRA,2025-10,2238,136,7709.0,174462.0,69771.0,82604.0,3.4445933869526364,1282.8088235294117,31.175603217158177,607.3823529411765,334546.0,2374,140.92080876158383,145.19395462078106,-4.2731458591972284,67.64629375991157
MAHARASHTRA,2025-11,2204,158,7538.0,148598.0,86287.0,103960.0,3.4201451905626135,940.493670886076,39.150181488203266,657.9746835443038,346383.0,2362,146.64817950889076,130.86408136147602,15.784098147414738,67.64629375991157
MAHARASHTRA,2025-12,2087,169,9286.0,228411.0,100982.0,112081.0,4.449448969813129,1351.5443786982248,48.38620028749401,663.2011834319527,450760.0,2256,199.8049645390071,162.45798426982722,37.34698026917988,67.64629375991157
MAHARASHTRA,NaT,36200,3135,100776.0,2126796.0,1032916.0,1252133.0,2.7838674033149173,678.4038277511962,28.533591160220993,399.40446570972887,4512621.0,39335,114.72279140714376,153.7253118183472,-39.002520411203434,67.64629375991157
MANIPUR,2025-01,2483,112,5969.0,36038.0,82846.0,67628.0,2.4039468385018123,321.76785714285717,33.36528393072896,603.8214285714286,192481.0,2595,74.17379576107899,74.17379576107899,0.0,43.0681051538883
MANIPUR,2025-02,333,6,1473.0,8798.0,4296.0,2631.0,4.423423423423423,1466.3333333333333,12.9009009009009,438.5,17198.0,339,50.73156342182891,62.45267959145395,-11.721116169625041,43.0681051538883
MANIPUR,2025-03,131,2,1633.0,10621.0,3152.0,1702.0,12.465648854961833,5310.5,24.061068702290076,851.0,17108.0,133,128.6315789473684,84.5123127100921,44.11926623727631,43.0681051538883
MANIPUR,2025-04,114,2,1501.0,9370.0,3927.0,2605.0,13.166666666666666,4685.0,34.44736842105263,1302.5,17403.0,116,150.02586206896552,109.79633481272094,40.22952725624458,43.0681051538883
MANIPUR,2025-05,206,2,1159.0,7398.0,2906.0,2326.0,5.62621359223301,3699.0,14.106796116504855,1163.0,13789.0,208,66.29326923076923,114.9835700823677,-48.69030085159848,43.0681051538883
MANIPUR,2025-06,168,3,1686.0,12042.0,1925.0,1577.0,10.035714285714286,4014.0,11.458333333333334,525.6666666666666,17230.0,171,100.76023391812865,105.69312173928779,-4.932887821159142,43.0681051538883
MANIPUR,2025-07,64,11,1004.0,7662.0,3568.0,2414.0,15.6875,696.5454545454545,55.75,219.45454545454547,14648.0,75,195.30666666666667,120.78672327185484,74.51994339481183,43.0681051538883
MANIPUR,2025-08,150,19,2497.0,14279.0,3952.0,2686.0,16.64666666666667,751.5263157894736,26.346666666666668,141.3684210526316,23414.0,169,138.54437869822485,144.87042642767338,-6.326047729448533,43.0681051538883
MANIPUR,2025-09,126,7,1214.0,6966.0,3404.0,1896.0,9.634920634920634,995.1428571428571,27.015873015873016,270.85714285714283,13480.0,133,101.35338345864662,145.0681429411794,-43.71475948253277,43.0681051538883
MANIPUR,2025-10,211,3,1646.0,10944.0,3396.0,1835.0,7.800947867298579,3648.0,16.09478672985782,611.6666666666666,17821.0,214,83.27570093457943,107.72448769715031,-24.448786762570876,43.0681051538883
MANIPUR,2025-11,155,2,1406.0,10944.0,4133.0,2258.0,9.070967741935483,5472.0,26.664516129032258,1129.0,18741.0,157,119.36942675159236,101.3328370482728,18.036589703319564,43.0681051538883
MANIPUR,2025-12,116,4,1438.0,8993.0,4599.0,2439.0,12.39655172413793,2248.25,39.64655172413793,609.75,17469.0,120,145.575,116.07337589539058,29.501624104609405,43.0681051538883
MANIPUR,NaT,3796,90,18838.0,116030.0,44361.0,24125.0,4.96259220231823,1289.2222222222222,11.686248682824026,268.05555555555554,203354.0,3886,52.32990221307257,105.7581096548883,-53.42820744181573,43.0681051538883
MEGHALAYA,2025-01,43911,26247,3456.0,37632.0,21117.0,39825.0,0.07870465259274441,1.4337638587267116,0.4809045569447291,1.5173162647159675,102030.0,70158,1.4542888907893612,1.4542888907893612,0.0,2.648856249691692
MEGHALAYA,2025-02,366,250,145.0,1218.0,464.0,483.0,0.39617486338797814,4.872,1.2677595628415301,1.932,2310.0,616,3.75,2.6021444453946807,1.1478555546053193,2.648856249691692
MEGHALAYA,2025-03,316,436,292.0,2478.0,627.0,468.0,0.9240506329113924,5.68348623853211,1.9841772151898733,1.073394495412844,3865.0,752,5.139627659574468,3.4479721834546098,1.6916554761198581,2.648856249691692
MEGHALAYA,2025-04,237,165,287.0,2300.0,829.0,629.0,1.2109704641350212,13.93939393939394,3.49789029535865,3.812121212121212,4045.0,402,10.062189054726367,6.317272238100279,3.7449168166260884,2.648856249691692
MEGHALAYA,2025-05,476,377,263.0,2121.0,1159.0,564.0,0.5525210084033614,5.625994694960212,2.4348739495798317,1.4960212201591512,4107.0,853,4.814771395076201,6.672196036459013,-1.8574246413828117,2.648856249691692
MEGHALAYA,2025-06,158,57,177.0,914.0,387.0,287.0,1.120253164556962,16.035087719298247,2.449367088607595,5.035087719298246,1765.0,215,8.209302325581396,7.695420925127988,0.5138814004534078,2.648856249691692
MEGHALAYA,2025-07,63,21,53.0,347.0,335.0,173.0,0.8412698412698413,16.523809523809526,5.317460317460317,8.238095238095237,908.0,84,10.80952380952381,7.944532510060469,2.864991299463341,2.648856249691692
MEGHALAYA,2025-08,299,254,236.0,2066.0,505.0,487.0,0.7892976588628763,8.133858267716535,1.6889632107023411,1.9173228346456692,3294.0,553,5.956600361663653,8.32514216558962,-2.368541803925967,2.648856249691692
MEGHALAYA,2025-09,292,178,179.0,1783.0,550.0,457.0,0.613013698630137,10.01685393258427,1.8835616438356164,2.567415730337079,2969.0,470,6.317021276595745,7.694381815927737,-1.3773605393319919,2.648856249691692
MEGHALAYA,2025-10,286,411,278.0,2438.0,650.0,505.0,0.972027972027972,5.931873479318734,2.272727272727273,1.2287104622871046,3871.0,697,5.553802008608321,5.942474548955906,-0.388672540347585,2.648856249691692
MEGHALAYA,2025-11,291,335,241.0,1985.0,667.0,566.0,0.8281786941580757,5.925373134328358,2.2920962199312713,1.68955223880597,3459.0,626,5.52555910543131,5.798794130211792,-0.27323502478048134,2.648856249691692
MEGHALAYA,2025-12,435,459,223.0,1869.0,865.0,607.0,0.5126436781609195,4.071895424836601,1.9885057471264367,1.3224400871459694,3564.0,894,3.9865771812080535,5.021979431749228,-1.0354022505411749,2.648856249691692
MEGHALAYA,NaT,6175,6097,2596.0,21801.0,8376.0,6044.0,0.4204048582995951,3.5756929637526653,1.3564372469635628,0.9913072002624241,38817.0,12272,3.1630541069100393,4.2250634645164675,-1.0620093576064282,2.648856249691692
MIZORAM,2025-01,538,278,2866.0,20455.0,71295.0,28348.0,5.327137546468402,73.57913669064749,132.5185873605948,101.97122302158273,122964.0,816,150.69117647058823,150.69117647058823,0.0,40.555605638065714
MIZORAM,2025-02,19,28,83.0,600.0,1024.0,370.0,4.368421052631579,21.428571428571427,53.89473684210526,13.214285714285714,2077.0,47,44.191489361702125,97.44133291614517,-53.249843554443046,40.555605638065714
MIZORAM,2025-03,24,4,120.0,895.0,667.0,288.0,5.0,223.75,27.791666666666668,72.0,1970.0,28,70.35714285714286,88.41326956314441,-18.05612670600155,40.555605638065714
MIZORAM,2025-04,14,0,110.0,758.0,898.0,400.0,7.857142857142857,0.0,64.14285714285714,0.0,2166.0,14,154.71428571428572,89.75430597771025,64.95997973657548,40.555605638065714
MIZORAM,2025-05,20,2,45.0,278.0,440.0,227.0,2.25,139.0,22.0,113.5,990.0,22,45.0,90.02380952380953,-45.02380952380953,40.555605638065714
MIZORAM,2025-06,17,4,101.0,563.0,438.0,177.0,5.9411764705882355,140.75,25.764705882352942,44.25,1279.0,21,60.904761904761905,86.87301587301589,-25.968253968253983,40.555605638065714
MIZORAM,2025-07,11,4,38.0,331.0,230.0,144.0,3.4545454545454546,82.75,20.90909090909091,36.0,743.0,15,49.53333333333333,51.81269841269841,-2.2793650793650784,40.555605638065714
MIZORAM,2025-08,29,4,113.0,839.0,423.0,297.0,3.896551724137931,209.75,14.586206896551724,74.25,1672.0,33,50.666666666666664,53.7015873015873,-3.0349206349206383,40.555605638065714
MIZORAM,2025-09,35,2,65.0,517.0,450.0,236.0,1.8571428571428572,258.5,12.857142857142858,118.0,1268.0,37,34.270270270270274,44.82342342342343,-10.553153153153154,40.555605638065714
MIZORAM,2025-10,27,2,109.0,809.0,344.0,221.0,4.037037037037037,404.5,12.74074074074074,110.5,1483.0,29,51.13793103448276,45.35828932380657,5.779641710676195,40.555605638065714
MIZORAM,2025-11,14,23,81.0,815.0,397.0,264.0,5.785714285714286,35.43478260869565,28.357142857142858,11.478260869565217,1557.0,37,42.08108108108108,42.496427461944705,-0.41534638086362463,40.555605638065714
MIZORAM,2025-12,29,6,83.0,697.0,496.0,271.0,2.8620689655172415,116.16666666666667,17.103448275862068,45.166666666666664,1547.0,35,44.2,45.80633737185462,-1.6063373718546146,40.555605638065714
MIZORAM,NaT,518,138,1488.0,9047.0,8429.0,3555.0,2.8725868725868726,65.55797101449275,16.272200772200772,25.76086956521739,22519.0,656,34.327743902439025,40.20294166117337,-5.875197758734345,40.555605638065714
NAGALAND,2025-01,5946,652,1051.0,10443.0,15578.0,55524.0,0.17675748402287253,16.016871165644172,2.6199125462495796,85.15950920245399,82596.0,6598,12.5183388905729,12.5183388905729,0.0,7.98344281200509
NAGALAND,2025-02,159,13,68.0,736.0,640.0,884.0,0.4276729559748428,56.61538461538461,4.0251572327044025,68.0,2328.0,172,13.534883720930232,13.026611305751565,0.5082724151786664,7.98344281200509
NAGALAND,2025-03,106,11,113.0,1308.0,731.0,974.0,1.0660377358490567,118.9090909090909,6.89622641509434,88.54545454545455,3126.0,117,26.71794871794872,17.590390443150618,9.127558274798101,7.98344281200509
NAGALAND,2025-04,63,6,155.0,1081.0,513.0,719.0,2.4603174603174605,180.16666666666666,8.142857142857142,119.83333333333333,2468.0,69,35.768115942028984,25.340316126969313,10.427799815059672,7.98344281200509
NAGALAND,2025-05,146,3,89.0,703.0,722.0,796.0,0.6095890410958904,234.33333333333334,4.945205479452055,265.3333333333333,2310.0,149,15.503355704697986,25.9964734548919,-10.493117750193912,7.98344281200509
NAGALAND,2025-06,79,1,118.0,794.0,822.0,792.0,1.4936708860759493,794.0,10.405063291139241,792.0,2526.0,80,31.575,27.61549054890899,3.9595094510910087,7.98344281200509
NAGALAND,2025-07,54,54,54.0,483.0,536.0,537.0,1.0,8.944444444444445,9.925925925925926,9.944444444444445,1610.0,108,14.907407407407407,20.66192103736846,-5.754513629961055,7.98344281200509
NAGALAND,2025-08,137,119,134.0,1069.0,1030.0,1159.0,0.9781021897810219,8.983193277310924,7.518248175182482,9.739495798319327,3392.0,256,13.25,19.9108024691358,-6.660802469135799,7.98344281200509
NAGALAND,2025-09,105,30,81.0,797.0,687.0,984.0,0.7714285714285715,26.566666666666666,6.542857142857143,32.8,2549.0,135,18.881481481481483,15.67962962962963,3.2018518518518526,7.98344281200509
NAGALAND,2025-10,95,9,64.0,1020.0,519.0,943.0,0.6736842105263158,113.33333333333333,5.463157894736842,104.77777777777777,2546.0,104,24.48076923076923,18.870750237416903,5.610018993352327,7.98344281200509
NAGALAND,2025-11,96,6,106.0,837.0,846.0,1025.0,1.1041666666666667,139.5,8.8125,170.83333333333334,2814.0,102,27.58823529411765,23.650162002122787,3.9380732919948613,7.98344281200509
NAGALAND,2025-12,124,17,93.0,926.0,724.0,1244.0,0.75,54.470588235294116,5.838709677419355,73.17647058823529,2987.0,141,21.18439716312057,24.417800562669147,-3.2334033995485782,7.98344281200509
NAGALAND,NaT,2843,201,2188.0,12280.0,9213.0,11451.0,0.7696095673584242,61.09452736318408,3.240590925079142,56.97014925373134,35132.0,3044,11.541392904073588,20.104675120437268,-8.56328221636368,7.98344281200509
ODISHA,2025-01,1050,46,44638.0,358042.0,706583.0,849214.0,42.51238095238095,7783.521739130435,672.9361904761905,18461.17391304348,1958477.0,1096,1786.9315693430658,1786.9315693430658,0.0,470.2409684544851
ODISHA,2025-02,1041,2,2683.0,16478.0,22966.0,14454.0,2.5773294908741593,8239.0,22.06147934678194,7227.0,56581.0,1043,54.24832214765101,920.5899457453584,-866.3416235977073,470.2409684544851
ODISHA,2025-03,560,26,5486.0,29833.0,19461.0,14916.0,9.79642857142857,1147.423076923077,34.75178571428572,573.6923076923077,69696.0,586,118.93515358361775,653.3716816914449,-534.4365281078271,470.2409684544851
ODISHA,2025-04,506,5,3925.0,25220.0,19079.0,15662.0,7.756916996047431,5044.0,37.705533596837945,3132.4,63886.0,511,125.02152641878669,99.40166738335182,25.61985903543487,470.2409684544851
ODISHA,2025-05,512,2,2419.0,15978.0,16250.0,13146.0,4.724609375,7989.0,31.73828125,6573.0,47793.0,514,92.98249027237354,112.31305675825934,-19.330566485885797,470.2409684544851
ODISHA,2025-06,677,22,4383.0,26547.0,18639.0,14601.0,6.474150664697193,1206.6818181818182,27.53175775480059,663.6818181818181,64170.0,699,91.80257510729614,103.26886393281877,-11.46628882552264,470.2409684544851
ODISHA,2025-07,182,2,2167.0,11156.0,15238.0,8962.0,11.906593406593407,5578.0,83.72527472527473,4481.0,37523.0,184,203.92934782608697,129.57147106858557,74.3578767575014,470.2409684544851
ODISHA,2025-08,822,7,4594.0,29349.0,24557.0,18281.0,5.588807785888078,4192.714285714285,29.874695863746958,2611.5714285714284,76781.0,829,92.61881785283474,129.4502469287393,-36.83142907590455,470.2409684544851
ODISHA,2025-09,786,4,2654.0,17936.0,14641.0,12304.0,3.376590330788804,4484.0,18.627226463104325,3076.0,47535.0,790,60.17088607594937,118.90635058495702,-58.735464509007656,470.2409684544851
ODISHA,2025-10,772,4,3953.0,25246.0,21117.0,15538.0,5.120466321243524,6311.5,27.35362694300518,3884.5,65854.0,776,84.86340206185567,79.21770199687992,5.645700064975742,470.2409684544851
ODISHA,2025-11,729,6,4242.0,24450.0,17838.0,13679.0,5.818930041152264,4075.0,24.469135802469136,2279.8333333333335,60209.0,735,81.91700680272109,75.65043164684205,6.266575155879039,470.2409684544851
ODISHA,2025-12,692,21,4036.0,25359.0,24064.0,17166.0,5.832369942196531,1207.5714285714287,34.774566473988436,817.4285714285714,70625.0,713,99.05329593267882,88.61123493241853,10.442061000260296,470.2409684544851
ODISHA,NaT,13887,592,60466.0,332067.0,278160.0,196361.0,4.35414416360625,560.9239864864865,20.030244113199394,331.6908783783784,867054.0,14479,59.883555494163964,80.28461940985463,-20.401063915690663,470.2409684544851
ORISSA,2025-01,21,0,63.0,867.0,6722.0,27391.0,3.0,0.0,320.0952380952381,0.0,35043.0,21,1668.7142857142858,1668.7142857142858,0.0,426.6821223033465
ORISSA,2025-02,29,0,61.0,953.0,312.0,870.0,2.103448275862069,0.0,10.758620689655173,0.0,2196.0,29,75.72413793103448,872.2192118226601,-796.4950738916257,426.6821223033465
ORISSA,2025-03,9,0,100.0,1195.0,261.0,851.0,11.11111111111111,0.0,29.0,0.0,2407.0,9,267.44444444444446,670.6276226965882,-403.18317825214376,426.6821223033465
ORISSA,2025-04,9,0,75.0,1386.0,242.0,930.0,8.333333333333334,0.0,26.88888888888889,0.0,2633.0,9,292.55555555555554,211.90804597701148,80.64750957854406,426.6821223033465
ORISSA,2025-05,11,0,42.0,709.0,208.0,739.0,3.8181818181818183,0.0,18.90909090909091,0.0,1698.0,11,154.36363636363637,238.12121212121215,-83.75757575757578,426.6821223033465
ORISSA,2025-06,19,0,93.0,1150.0,309.0,948.0,4.894736842105263,0.0,16.263157894736842,0.0,2500.0,19,131.57894736842104,192.832713095871,-61.253765727449945,426.6821223033465
ORISSA,2025-07,7,0,50.0,483.0,232.0,645.0,7.142857142857143,0.0,33.142857142857146,0.0,1410.0,7,201.42857142857142,162.45705172020962,38.9715197083618,426.6821223033465
ORISSA,2025-08,21,0,94.0,1470.0,307.0,1038.0,4.476190476190476,0.0,14.619047619047619,0.0,2909.0,21,138.52380952380952,157.17710944026734,-18.653299916457826,426.6821223033465
